Date,Ticker,Open,High,Low,Close,Volume,Return,MA20,MA50,RSI,EMA12,EMA26,MACD,MACD_Signal,Volatility,Volume_MA,Volume_Spike,Target,Logistic,RandomForest,SVM,DecisionTree,GradientBoost,XGBoost,Vote,Signal,Signal_Label,Confidence,Risk,Stop_Loss,Target_Price
2024-07-25,ADANIENT.NS,2959.2329050078,3016.154637106892,2943.6407813214846,2972.026611328125,1105721,0.0009425291552560555,3092.19208984375,3163.920615234375,18.536895376533224,3040.815565188304,3091.576850188541,-50.76128500023697,-36.8802353589654,0.008708255292879417,1162840.15,False,1,1,1,0,1,1,1,5,1,BUY,83.33333333333334,Low,2882.865812988281,3120.6279418945314
2024-07-26,ADANIENT.NS,2993.515997491783,3107.459511252739,2986.619514003587,3078.9736328125,1942427,0.03598454370386106,3087.4619384765624,3164.802919921875,41.006159668998464,3046.6862574731645,3090.634662878719,-43.948405405554695,-38.293871101395645,0.012338579552383244,1004212.5,True,1,1,1,0,1,0,1,4,1,BUY,66.66666666666666,Medium,2986.6044238281247,3232.922314453125
2024-07-29,ADANIENT.NS,3092.766834426602,3118.803975550434,3072.4768441987176,3087.8193359375,1037474,0.002872938901045341,3083.07412109375,3165.6183544921873,46.52827172072588,3053.0146243695717,3090.424339342795,-37.409714973223345,-38.11703970232545,0.012368543027178982,1008040.95,False,1,1,1,0,1,0,1,4,1,BUY,66.66666666666666,Medium,2995.184755859375,3242.210302734375
2024-07-30,ADANIENT.NS,3090.46791662505,3153.436700178536,3065.130379920667,3127.19970703125,1647048,0.012753456989993861,3080.3229858398436,3167.3832568359376,52.332798338667445,3064.4280207162515,3093.1699657365784,-28.741945020326966,-36.24201929471402,0.012747624949511455,1048784.85,True,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3033.3837158203123,3283.5596923828125
2024-07-31,ADANIENT.NS,3139.4437585301707,3195.9157650112134,3133.446731293246,3167.82958984375,2414005,0.012992417056431282,3081.1325927734374,3169.5840869140625,58.9142379451898,3080.3363161551943,3098.7407468285805,-18.404430673386287,-32.67449933107989,0.012925608283638385,1094942.9,True,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3072.7947021484374,3326.2210693359375
2024-08-01,ADANIENT.NS,3178.4242201462816,3256.3855689423226,3150.138194791994,3215.65576171875,6149883,0.015097457271165515,3082.4469360351563,3171.6024560546875,65.72365515133055,3101.1550929504524,3107.4597214989885,-6.3046285485361295,-27.400522526148027,0.013091531595942667,1344810.95,True,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,3119.186088867187,3376.4385498046877
2024-08-02,ADANIENT.NS,3198.4144645813417,3213.4070323840665,3109.458562285173,3159.333740234375,3360209,-0.0175149411684139,3083.279016113281,3172.0257958984375,59.8330958742512,3110.105799789089,3111.326304945769,-1.2205051566802467,-22.164516948770334,0.013281127972817474,1460051.85,True,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-05,ADANIENT.NS,3083.4714403598,3131.497681289919,2994.815438350145,3036.694580078125,2238921,-0.03881804527151733,3077.796740722656,3165.0737158203124,45.52393080582022,3098.8116104050378,3105.765987891198,-6.954377486160411,-19.12248807857797,0.01590224028754904,1538798.5,False,1,1,1,0,1,1,1,5,1,BUY,83.33333333333334,Medium,2945.593742675781,3188.5293090820314
2024-08-06,ADANIENT.NS,3082.471940115904,3141.2428547041463,3055.735194202123,3071.177490234375,2125201,0.01135540939232782,3075.7527465820312,3158.8582568359375,46.94336327956068,3094.5601577463453,3103.1901331801255,-8.629975433780146,-17.0239850100721,0.01599950909390098,1587302.95,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,2979.0421655273435,3224.736364746094
2024-08-07,ADANIENT.NS,3116.4550553880717,3188.419379951234,3110.458028341141,3184.371337890625,1868169,0.03685682381307487,3079.510876464844,3156.8229736328126,56.74606829416451,3108.377398661784,3109.2334118800036,-0.8560132182196867,-13.7903899865897,0.018050600117061822,1634591.25,False,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,3088.840197753906,3343.5899047851562
2024-08-08,ADANIENT.NS,3188.9690718213837,3241.0431088886835,3154.985919454991,3165.98046875,2139376,-0.00577535318252409,3083.0865966796873,3155.319072265625,62.91184947162686,3117.2394834032743,3113.4562144948113,3.7832689084630147,-10.275657629228347,0.018070429565171974,1712224.55,False,1,0,1,0,1,0,0,2,1,BUY,33.33333333333333,Medium,3071.0010546875,3324.2794921875
2024-08-09,ADANIENT.NS,3207.410026420388,3217.7049718501007,3169.4788784332154,3185.970703125,760165,0.006314073814514876,3088.5463989257814,3153.9202392578127,64.54275624828762,3127.813591876659,3118.8505060753846,8.963085801274246,-6.427908436608721,0.018024804566059503,1705243.75,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-12,ADANIENT.NS,3098.463875785774,3168.2793610464187,3012.50649084462,3150.188232421875,10307245,-0.011231261689891636,3092.8592529296875,3153.0956103515623,61.633420156048324,3131.255864836477,3121.180958795168,10.074906041309077,-3.1273451934352825,0.01821800043672338,2182804.2,True,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-13,ADANIENT.NS,3168.479246497756,3176.5253064186822,3080.222951528508,3090.667724609375,2192588,-0.018894270253412948,3092.9492065429686,3146.742421875,58.59142123918811,3125.0115039997,3118.912481634179,6.099022365520796,-1.2820715261800681,0.01869963990653433,2256225.05,False,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,2997.9476928710938,3245.2011108398438
2024-08-14,ADANIENT.NS,3084.171009117328,3084.171009117328,3026.2497717280007,3038.59375,1232383,-0.016848778079486593,3089.49091796875,3134.673896484375,54.40244210006914,3111.716408045112,3112.942874085756,-1.226466040644027,-1.2709504283232993,0.019019277992055973,2268426.35,False,1,0,1,0,1,0,0,2,1,BUY,33.33333333333333,Medium,2947.4359375,3190.5234375
2024-08-16,ADANIENT.NS,3068.4789406332598,3120.053472552745,3037.8442240618383,3107.259765625,970067,0.022597958554018582,3090.320520019531,3138.0462158203127,51.97048859137108,3111.0307682677435,3112.520588394592,-1.4898201268483717,-1.3147243703885998,0.019691612978796624,2265847.05,False,0,0,0,0,0,1,0,1,1,BUY,16.666666666666664,Medium,3014.04197265625,3262.62275390625
2024-08-19,ADANIENT.NS,3120.503032811305,3132.7469627785026,3091.417354628305,3101.0126953125,557265,-0.002010475719349314,3095.1606201171876,3137.814677734375,50.92242482340106,3109.4895215537654,3111.665687474718,-2.176165920952826,-1.4870126879332595,0.01854126353946007,2242363.25,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-20,ADANIENT.NS,3117.404534478981,3124.451090059919,3057.3344599974275,3069.12841796875,662263,-0.01028189190968043,3098.648876953125,3135.5407080078126,45.89688849389967,3103.2801049087643,3108.506345907692,-5.226240998927551,-2.234858375939324,0.018724435839646444,2242372.15,False,1,1,1,0,1,1,0,4,1,BUY,66.66666666666666,Medium,2977.0545654296875,3222.5848388671875
2024-08-21,ADANIENT.NS,3069.128521618086,3151.737718354416,3066.87963640054,3114.15625,1379240,0.014671211464345024,3104.6633911132812,3133.489892578125,46.231055501953335,3104.9533616692543,3108.925894203215,-3.97253253396093,-2.5823932171380344,0.018940760647969686,2239167.6,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,3020.7315625,3269.8640625000003
2024-08-22,ADANIENT.NS,3129.1986474756904,3148.439108695496,3089.46834443739,3097.514404296875,1378912,-0.005343934076244561,3111.0777099609377,3131.0952490234376,41.32414663575749,3103.8089045651705,3108.07865988207,-4.269755316899591,-2.9198656445436226,0.018868454513151472,2273428.1,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,3004.5889721679687,3252.390124511719
2024-08-23,ADANIENT.NS,3099.463371249126,3121.452469658504,3066.0800194536564,3074.82568359375,1375224,-0.00732481523625883,3116.217663574219,3128.2238525390626,43.47155639664692,3099.3499404913136,3105.6102462629574,-6.260305771643743,-3.58795368176774,0.018989606903329796,2286903.25,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2982.5809130859375,3228.5669677734377
2024-08-26,ADANIENT.NS,3086.4698331602312,3088.468842119532,3053.4861853317702,3067.479248046875,1632446,-0.002389220171430617,3115.6429443359375,3125.2494873046876,52.89363846569739,3094.446750523919,3102.7801755744695,-8.333425050550431,-4.537047968939513,0.01721751153998011,2271404.2,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-27,ADANIENT.NS,3070.6776487584525,3094.216028327826,3062.48176073535,3065.580322265625,1310440,-0.0006190508973969999,3114.5309936523436,3122.1222412109373,49.439558021854445,3090.0057565685197,3100.019616136479,-10.013859567959116,-5.632410301129594,0.01720405310187472,2285052.5,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-08-28,ADANIENT.NS,3076.4749830036844,3076.4749830036844,3020.602776664212,3026.499755859375,1569652,-0.012748178908379537,3109.49599609375,3117.449560546875,31.437344053388998,3080.2355933194,3094.5645250485286,-14.328931729128726,-7.371714602463616,0.017136762101963198,2281182.7,False,0,1,0,0,0,1,0,2,1,BUY,33.33333333333333,Medium,2935.7047631835935,3177.824743652344
2024-08-29,ADANIENT.NS,3028.4985369265387,3040.4425665108183,2979.822718156764,3018.6533203125,1853966,-0.0025925776242619047,3102.0371826171877,3111.6744189453125,32.23669957235168,3070.7613898463624,3088.932701756033,-18.17131190967075,-9.531634079536392,0.016794195966021396,2253180.75,False,0,1,0,0,0,0,1,2,1,BUY,33.33333333333333,Medium,2928.0937207031247,3169.5859863281253
2024-08-30,ADANIENT.NS,3028.498629203013,3037.0444414655863,3001.811907908026,3017.85400390625,3509174,-0.00026479238303767083,3092.1470947265625,3106.8258251953125,28.74654472322601,3062.6217864657624,3083.6600095324625,-21.038223066700084,-11.83295189029285,0.016301911879024397,2121145.3,True,1,1,1,0,1,0,0,3,1,BUY,50.0,Medium,2927.3183837890624,3168.7467041015625
2024-09-02,ADANIENT.NS,3019.60320319324,3057.6341549662006,2996.11484697158,3040.642578125,1842658,0.00755125138235746,3086.212536621094,3102.4819775390624,35.68069963357573,3059.2403678492683,3080.469272755157,-21.228904905888612,-13.712142502115817,0.016092961776135555,2045267.75,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2949.42330078125,3192.67470703125
2024-09-03,ADANIENT.NS,3035.495159565084,3051.5372555573645,3022.301748999156,3034.595703125,1371577,-0.0019886832617231898,3086.1075927734373,3099.4194970703124,41.4793709445848,3055.4488791197614,3077.0670242694537,-21.618145149692282,-15.293343037490008,0.013537109155455508,2001900.55,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2943.5578320312497,3186.3254882812503
2024-09-04,ADANIENT.NS,3008.508488736068,3023.5010559556827,2953.735594356478,3010.857421875,1212270,-0.007822551526568966,3083.091589355469,3095.7763037109376,45.38805785956002,3048.5886520976514,3072.1569885285476,-23.568336430896125,-16.948341721077107,0.013372501987977518,1956254.0,False,1,1,1,0,1,0,1,4,1,BUY,66.66666666666666,Medium,2920.53169921875,3161.40029296875
2024-09-05,ADANIENT.NS,3023.5010777374946,3036.394588031391,3000.5124745018047,3013.85595703125,734273,0.000995907389856665,3074.5658203125,3092.6628466796874,30.129697994594366,3043.2451586833854,3067.8338112470265,-24.588652563641062,-18.476403893213575,0.010028513522017238,1899559.2,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2923.4402783203122,3164.548754882813
2024-09-06,ADANIENT.NS,3017.504055280505,3023.5010822204463,2966.529326291003,2973.9755859375,1251165,-0.013232341446415163,3064.965576171875,3088.763779296875,26.357886701924656,3032.5882981896143,3060.874520013692,-28.28622182407753,-20.438367483108483,0.010284220463618815,1855148.65,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2884.7563183593747,3122.6743652343753
2024-09-09,ADANIENT.NS,2970.627408297665,2971.0271124879523,2925.8495581011493,2962.68115234375,1523581,-0.003797755989375262,3053.8010986328127,3084.545869140625,28.545531844538658,3021.833349986443,3053.594321436908,-31.76097145046515,-22.7028882800167,0.010044196632987208,1893319.45,False,1,1,1,0,1,0,1,4,1,BUY,66.66666666666666,Medium,2873.8007177734376,3110.8152099609374
2024-09-10,ADANIENT.NS,2970.127694508329,3005.909760690181,2946.139586308837,2984.920166015625,803782,0.007506381054296796,3045.5376953125,3080.7327587890627,21.317625742185854,3016.1543974051406,3048.5030630582137,-32.34866565307311,-24.632043756970305,0.010165976956132921,1418146.3,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2895.372561035156,3134.1661743164063
2024-09-11,ADANIENT.NS,2983.5210730370068,2991.467085382368,2926.5493138533857,2936.39453125,888628,-0.01625692885126595,3037.8240356445312,3075.816201171875,18.674700510833247,3003.8836465697527,3040.192252452919,-36.308605883166365,-26.967356184477882,0.009959063547315074,1352948.3,False,1,1,1,0,1,1,1,5,1,BUY,83.33333333333334,Low,2848.3026953125,3083.2142578125
2024-09-12,ADANIENT.NS,2948.5383804408016,2998.513607227934,2915.704558833791,2989.51806640625,1314173,0.018091416051519316,3035.370251464844,3072.5738134765625,35.16940879666021,3001.6735569791363,3036.435899265981,-34.762342286844614,-28.52635340616267,0.010367587021917198,1357037.8,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2899.8325244140624,3138.9939697265627
2024-09-13,ADANIENT.NS,2970.527488488992,3000.4626006138096,2954.58543990349,2966.87939453125,815948,-0.007572682744217185,3028.3512329101563,3068.1240234375,33.39383803171661,2996.320608224301,3031.280121786112,-34.959513561811036,-29.81298543809218,0.008877461605837337,1349331.85,False,1,1,1,0,1,0,1,4,1,BUY,66.66666666666666,Low,2877.8730126953124,3115.2233642578126
2024-09-16,ADANIENT.NS,2970.5273879348774,3024.900335382082,2970.5273879348774,2983.4208984375,695162,0.005575388044670948,3022.471643066406,3064.9385986328125,37.063209116050345,2994.3360372726897,3027.7328002144686,-33.39676294177889,-30.529740939185984,0.00904958621080485,1356226.7,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Low,2893.918271484375,3132.591943359375
2024-09-17,ADANIENT.NS,2988.5685699626088,2994.415525053723,2951.0371260417023,2973.725830078125,698700,-0.003249648202321209,3017.701513671875,3061.4863134765624,40.842828191085566,2991.1652358749266,3023.7299916657,-32.56475579077323,-30.936743909665363,0.008840660275758961,1358048.55,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Low,2884.5140551757813,3122.4121215820314
2024-09-18,ADANIENT.NS,2974.52539494368,2983.2710593273355,2933.5457104031257,2954.835205078125,831891,-0.006352510648065968,3009.735461425781,3058.3418701171877,39.3352236796475,2985.575999933829,3018.6239667252994,-33.04796679147057,-31.3589884861608,0.008023717622250666,1330681.1,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Low,2866.190148925781,3102.5769653320312
2024-09-19,ADANIENT.NS,2973.5759912067674,2973.775843308192,2888.9180065922624,2941.691650390625,1655401,-0.0044481515127854365,3001.9443237304686,3054.9915283203127,37.77665629381068,2978.8245610990803,3012.9224774097274,-34.09791631064718,-31.906774051197555,0.00801003470195329,1344505.55,False,1,1,1,0,1,0,0,3,1,BUY,50.0,Low,2853.440900878906,3088.7762329101565
2024-09-20,ADANIENT.NS,2946.6890833796665,3023.501101533935,2940.592252363572,3007.00927734375,1787210,0.02220410386807581,2998.553503417969,3053.242392578125,45.250523000290976,2983.160671531577,3012.484263380212,-29.323591848634806,-31.390137610579764,0.00963885473525688,1365104.85,False,1,1,1,0,1,1,1,5,1,BUY,83.33333333333334,Low,2916.7989990234373,3157.3597412109375
2024-09-23,ADANIENT.NS,3018.503566605088,3068.478791217755,3013.7559202668845,3042.441650390625,897314,0.011783260302467236,2997.301623535156,3052.555732421875,51.02304843411864,2992.2808225542053,3014.7042635295898,-22.423440975384437,-29.59679828324845,0.010049040148336545,1328348.25,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,2951.168400878906,3194.5637329101564
2024-09-24,ADANIENT.NS,3053.48631505702,3099.463523074245,3038.743623355844,3092.366943359375,1021918,0.016409613956718028,2998.6409545898437,3053.1244482421876,59.94876963080878,3007.678687906225,3020.459297605193,-12.780609698967965,-26.23356056595389,0.010724786787447545,1313922.15,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,2999.5959350585936,3246.9852905273438
2024-09-25,ADANIENT.NS,3106.459988882328,3122.352012839212,3078.673714952616,3103.5615234375,913008,0.0036200684728455723,3002.49404296875,3053.4183056640627,60.73438108025676,3022.429893869292,3026.6172402662914,-4.187346396999601,-21.824317731703168,0.010276614923982103,1281089.95,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3010.454677734375,3258.739599609375
2024-09-26,ADANIENT.NS,3083.471293333565,3146.440075012662,3083.471293333565,3121.1025390625,1548019,0.005651898791930954,3007.61650390625,3053.685166015625,68.599982715836,3037.610301254621,3033.6184906912267,3.9918105633942105,-16.661092072252888,0.010277274034585265,1265792.6,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3027.469462890625,3277.157666015625
2024-09-27,ADANIENT.NS,3120.45308718206,3177.42484437917,3114.45606010868,3128.7490234375,2297441,0.0024499305227239088,3013.1612548828125,3054.4467919921876,71.18996559583013,3051.631643466951,3040.6673776727175,10.964265794233597,-11.136020498586799,0.010267600810014111,1205205.95,True,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3034.886552734375,3285.186474609375
2024-09-30,ADANIENT.NS,3127.4496830613584,3208.309502155208,3118.8538464716057,3134.29638671875,1607429,0.0017730291690687405,3017.8439453125,3057.048505859375,69.90815849086563,3064.34929653436,3047.6048472138523,16.744449320507556,-5.559926534470168,0.0101798286854719,1193444.5,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3040.2674951171875,3291.0112060546876
2024-10-01,ADANIENT.NS,3134.7461099187017,3190.4184635010506,3105.46057835143,3184.521484375,1367116,0.01602436127900142,3025.340234375,3060.751669921875,82.9200650414931,3082.8373257520507,3057.7495112261945,25.087814525856174,0.5696216778569522,0.010635340081658794,1193221.45,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-10-03,ADANIENT.NS,3148.439208044167,3194.766339713251,3082.5719584107246,3114.4560546875,1309703,-0.02200187062052472,3030.520166015625,3063.1634716796875,65.86293818318885,3087.7017456593226,3061.951027833874,25.750717825448646,5.605840907547408,0.011769530132404192,1198093.1,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-10-04,ADANIENT.NS,3118.354059403136,3147.9394908510344,3068.4788813820214,3109.108642578125,987583,-0.001716965022295569,3035.2828002929687,3065.961083984375,68.8876727322479,3090.995114456764,3065.4449790430417,25.550135413722273,9.594699808891438,0.011794390321528795,1210758.6,False,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,3015.8353833007814,3264.5640747070315
2024-10-07,ADANIENT.NS,3109.1086347594887,3126.9498880334527,2978.973195175389,3016.504638671875,1743454,-0.02978474365227113,3037.4092529296877,3066.85064453125,53.65504860145727,3079.535041139245,3061.819005140731,17.716035998514144,11.218967046851505,0.013367502416571786,1235373.05,False,1,0,1,0,1,0,0,2,1,BUY,33.33333333333333,Medium,2926.009499511719,3167.329870605469
2024-10-08,ADANIENT.NS,3017.0042995538392,3168.4292296126123,2993.3661160007096,3159.1337890625,1776511,0.047282920954970775,3047.231884765625,3068.45384765625,65.83303068196838,3091.7810024665673,3069.028913354206,22.75208911236132,13.525591459993827,0.01686578918009404,1248019.55,False,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,3064.3597753906247,3317.0904785156254
2024-10-09,ADANIENT.NS,3173.4267260732518,3178.374224448554,3132.84674655088,3152.187255859375,897335,-0.002198872750237779,3055.5952392578124,3069.7412060546876,67.2039555174548,3101.0742722888886,3075.1899027946333,25.884369494255225,15.997347066880707,0.01687950506830963,1252697.2,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3057.621638183594,3309.796618652344
2024-10-10,ADANIENT.NS,3138.4441914997187,3209.409012390317,3054.5858599143253,3172.627197265625,2905725,0.006484367757104481,3067.406872558594,3070.649755859375,69.87868252177611,3112.0824146627433,3082.4086868083,29.673727854443314,18.732623224423858,0.016278928458207522,1353552.05,True,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-10-11,ADANIENT.NS,3172.627174775017,3188.4193948764555,3114.456060951421,3135.6455078125,1035260,-0.011656487558638573,3074.713244628906,3070.00607421875,61.64073228971327,3115.7075059359854,3086.352765463044,29.354740472941558,20.85704667414643,0.01628278319843885,1339606.4,False,0,0,0,0,0,0,1,1,1,BUY,16.666666666666664,Medium,3041.5761425781247,3292.4277832031253
2024-10-14,ADANIENT.NS,3143.4416261366423,3148.539196651752,3091.3175645066567,3099.5634765625,437728,-0.011507050513235972,3081.347448730469,3067.684228515625,55.16307861783584,3113.2238090980295,3087.3314769120284,25.892332186001113,21.864103776524587,0.016434119026025137,1320695.4,False,1,0,1,0,1,0,1,3,1,BUY,50.0,Medium,3006.5765722656247,3254.5416503906254
2024-10-15,ADANIENT.NS,3122.452107050716,3126.4501251135207,3089.968210290425,3103.16162109375,371613,0.0011608552489592583,3087.3344848632814,3066.5607861328126,51.06488129156625,3111.6757801683525,3088.504235800336,23.171544368016384,22.12559189482445,0.01641769173261591,1304517.95,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-10-16,ADANIENT.NS,3096.464951709064,3113.856232461349,3059.483285081163,3084.370849609375,543476,-0.0060553634579149085,3092.866735839844,3067.5143115234373,48.13481798072957,3107.4750216071748,3088.198021423077,19.277000184097687,21.555873552676484,0.01647765453372557,1296756.75,False,0,0,0,0,0,0,0,0,0,HOLD,0.0,Medium,,
2024-10-17,ADANIENT.NS,3088.41878348898,3098.4638522008504,2991.5168740764984,3012.256591796875,2655289,-0.023380540579818088,3095.7378051757814,3066.3358935546876,40.43563754907863,3092.8260323653344,3082.5720903230203,10.253942042314065,19.295487250595706,0.017346566786710996,1387926.65,True,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2921.888894042969,3162.869421386719
2024-10-18,ADANIENT.NS,2988.5183974030333,3030.197685445828,2966.6293468827566,3000.512451171875,796339,-0.003898784936509747,3098.678845214844,3062.6587158203124,38.8123364471649,3078.6239429179327,3076.492958188077,2.1309847298557543,15.862586746437637,0.017337743733804954,1344973.55,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2910.4970776367186,3150.538073730469
2024-10-21,ADANIENT.NS,3003.66089058639,3013.456083620827,2915.504641315772,2936.1943359375,1051690,-0.021435710159861232,3095.1380981445313,3058.0629931640624,34.32455969535678,3056.711695647061,3066.099453946579,-9.387758299518282,10.812517737234593,0.017292244067400698,1308197.55,False,0,1,0,0,0,0,0,1,1,BUY,16.666666666666664,Medium,2848.108505859375,3083.004052734375
2024-10-22,ADANIENT.NS,2936.544244932578,2953.5358215710576,2816.603703955073,2822.40087890625,1209732,-0.0387554242028455,3084.1360595703127,3050.7915966796877,23.965205168603077,3020.6638776269224,3048.0460772853517,-27.382199658429272,3.173574258087469,0.018933026981038572,1323818.45,False,1,1,1,0,1,1,1,5,1,BUY,83.33333333333334,Medium,2737.7288525390622,2963.520922851563
