Date,Ticker,Open,High,Low,Close,Volume
19-11-2024,ADANIENT.NS,2829.597344,2893.365782,2808.407897,2820.102051,536296
21-11-2024,ADANIENT.NS,2538.091812,2538.091812,2153.982189,2182.567871,21796668
22-11-2024,ADANIENT.NS,2099.958926,2288.565374,2023.996585,2226.895996,20939196
25-11-2024,ADANIENT.NS,2313.852855,2332.493516,2236.89101,2256.381348,7466733
26-11-2024,ADANIENT.NS,2264.477386,2291.713883,2134.941512,2149.434326,7723187
27-11-2024,ADANIENT.NS,2178.919921,2416.802004,2141.088576,2396.612061,17502156
28-11-2024,ADANIENT.NS,2438.791044,2525.048333,2398.810863,2435.892578,14445549
29-11-2024,ADANIENT.NS,2462.829144,2518.751373,2398.810831,2461.929443,8191680
02-12-2024,ADANIENT.NS,2490.115572,2506.757224,2425.397657,2455.83252,3807565
03-12-2024,ADANIENT.NS,2462.779026,2556.732446,2460.830041,2512.954102,4070042
04-12-2024,ADANIENT.NS,2526.747442,2528.796475,2468.876227,2493.513916,2344949
05-12-2024,ADANIENT.NS,2503.758697,2536.892172,2469.025916,2521.300049,3333144
06-12-2024,ADANIENT.NS,2518.751318,2533.743885,2501.259989,2505.157959,1240437
09-12-2024,ADANIENT.NS,2506.65736,2524.74849,2481.919622,2494.613525,958369
10-12-2024,ADANIENT.NS,2499.760841,2499.760841,2453.783633,2465.977539,1119816
11-12-2024,ADANIENT.NS,2467.776649,2478.771198,2449.785567,2456.032471,712674
12-12-2024,ADANIENT.NS,2455.782614,2533.544115,2445.037941,2502.859375,2579624
13-12-2024,ADANIENT.NS,2502.759228,2543.738912,2477.82164,2526.297607,1940935
16-12-2024,ADANIENT.NS,2528.746406,2536.24269,2501.759785,2511.155029,654321
17-12-2024,ADANIENT.NS,2510.755243,2523.748801,2479.520728,2486.367432,1061891
18-12-2024,ADANIENT.NS,2487.766814,2495.363146,2450.785146,2456.182373,990217
19-12-2024,ADANIENT.NS,2427.796488,2432.794011,2395.912392,2418.151367,1181898
20-12-2024,ADANIENT.NS,2427.79649,2452.634275,2331.844056,2343.788086,1337016
23-12-2024,ADANIENT.NS,2372.773673,2378.320972,2331.594136,2337.791016,758920
24-12-2024,ADANIENT.NS,2354.032961,2411.704322,2338.840542,2371.274414,1156186
26-12-2024,ADANIENT.NS,2376.871839,2408.80596,2366.826769,2399.060791,895785
27-12-2024,ADANIENT.NS,2413.803406,2444.937874,2389.315545,2408.755859,1982291
30-12-2024,ADANIENT.NS,2423.798493,2608.706831,2420.749955,2591.065674,7825097
31-12-2024,ADANIENT.NS,2573.724104,2576.472742,2506.207526,2527.396973,2745674
01-01-2025,ADANIENT.NS,2534.743471,2642.889811,2517.002265,2553.584229,2875721
02-01-2025,ADANIENT.NS,2564.428697,2600.71076,2535.742966,2596.412842,1167236
03-01-2025,ADANIENT.NS,2578.721617,2617.702293,2555.33331,2563.329346,932795
06-01-2025,ADANIENT.NS,2556.382603,2567.577249,2462.279351,2473.223877,1121398
07-01-2025,ADANIENT.NS,2473.423624,2523.748771,2473.423624,2519.301025,1019130
08-01-2025,ADANIENT.NS,2519.301085,2528.746353,2488.766174,2514.003662,879641
09-01-2025,ADANIENT.NS,2515.752843,2516.302619,2468.276379,2476.672119,705838
10-01-2025,ADANIENT.NS,2478.771162,2483.36898,2367.076534,2373.223389,1418808
13-01-2025,ADANIENT.NS,2363.828167,2363.828167,2215.801451,2224.047363,1559903
14-01-2025,ADANIENT.NS,2240.389449,2421.699477,2240.389449,2379.370605,4120705
15-01-2025,ADANIENT.NS,2397.811274,2420.749853,2371.474233,2386.966553,1421437
16-01-2025,ADANIENT.NS,2498.761372,2568.726691,2417.651676,2426.647217,2841803
17-01-2025,ADANIENT.NS,2448.786164,2448.786164,2378.870869,2398.611084,1122205
20-01-2025,ADANIENT.NS,2412.553946,2452.784001,2388.815714,2441.5896,1039435
21-01-2025,ADANIENT.NS,2440.540138,2440.540138,2372.473783,2383.118652,1206512
22-01-2025,ADANIENT.NS,2397.811387,2397.811387,2323.997879,2375.372559,1147334
23-01-2025,ADANIENT.NS,2381.81935,2403.958279,2353.833223,2383.818359,826721
24-01-2025,ADANIENT.NS,2386.566783,2404.807739,2298.260466,2313.952881,1388583
27-01-2025,ADANIENT.NS,2308.905473,2316.951533,2248.935201,2258.580322,1032995
28-01-2025,ADANIENT.NS,2273.073011,2314.702518,2240.889016,2284.917236,966497
29-01-2025,ADANIENT.NS,2295.861778,2325.097283,2281.469011,2317.451172,785220
30-01-2025,ADANIENT.NS,2323.847913,2350.334782,2200.209258,2251.483887,2601625
31-01-2025,ADANIENT.NS,2237.740806,2313.802954,2212.653145,2286.666504,2013345
01-02-2025,ADANIENT.NS,2295.861866,2350.284838,2236.441372,2268.875244,987362
03-02-2025,ADANIENT.NS,2265.626722,2277.870652,2212.802814,2260.729248,824942
04-02-2025,ADANIENT.NS,2277.77072,2310.854416,2266.42649,2300.359619,691187
05-02-2025,ADANIENT.NS,2313.802877,2348.235758,2307.905899,2323.448242,560940
06-02-2025,ADANIENT.NS,2338.840598,2338.840598,2297.06126,2311.304199,680544
07-02-2025,ADANIENT.NS,2311.304073,2373.723078,2306.206746,2337.641113,892884
10-02-2025,ADANIENT.NS,2348.835659,2349.785139,2278.970389,2289.665039,739708
11-02-2025,ADANIENT.NS,2310.85444,2395.812324,2304.857413,2320.599609,4895456
12-02-2025,ADANIENT.NS,2323.84808,2377.271549,2279.86988,2352.283936,1933098
13-02-2025,ADANIENT.NS,2352.833534,2371.574243,2232.293197,2243.587646,2551665
14-02-2025,ADANIENT.NS,2244.587194,2248.185508,2123.497322,2151.583252,2549876
17-02-2025,ADANIENT.NS,2151.5833,2239.289821,2109.60411,2222.598145,1400160
18-02-2025,ADANIENT.NS,2238.890142,2238.890142,2164.976831,2219.199951,1138085
19-02-2025,ADANIENT.NS,2164.926767,2218.30021,2125.946091,2179.719482,1203163
20-02-2025,ADANIENT.NS,2179.719567,2215.252003,2155.731458,2177.92041,1086670
21-02-2025,ADANIENT.NS,2189.364651,2198.510264,2115.801264,2132.043213,1540308
24-02-2025,ADANIENT.NS,2127.895017,2137.440334,2095.660998,2114.101807,1032294
25-02-2025,ADANIENT.NS,2114.101767,2157.230531,2100.958381,2128.794678,802131
27-02-2025,ADANIENT.NS,2142.68785,2148.035297,2101.458288,2109.904053,941950
28-02-2025,ADANIENT.NS,2105.955975,2110.303917,2070.973318,2094.961426,2373922
03-03-2025,ADANIENT.NS,2107.954942,2126.195898,2025.545846,2116.051025,1592611
04-03-2025,ADANIENT.NS,2084.066935,2152.932697,2078.969364,2143.737305,852978
05-03-2025,ADANIENT.NS,2152.882694,2257.280891,2146.985715,2244.737305,1370106
06-03-2025,ADANIENT.NS,2258.880247,2267.775739,2225.04692,2251.733887,890270
07-03-2025,ADANIENT.NS,2248.835212,2266.526394,2225.896631,2246.386475,818806
10-03-2025,ADANIENT.NS,2243.887722,2286.866418,2218.900108,2227.196045,940113
11-03-2025,ADANIENT.NS,2222.04827,2266.726315,2207.205775,2249.484863,947079
12-03-2025,ADANIENT.NS,2268.875187,2278.870232,2179.869263,2240.689209,1049076
13-03-2025,ADANIENT.NS,2247.885589,2271.873697,2214.502237,2219.999512,750310
17-03-2025,ADANIENT.NS,2198.909902,2285.766745,2196.910893,2251.58374,927737
18-03-2025,ADANIENT.NS,2251.58374,2251.58374,2251.58374,2251.58374,0
19-03-2025,ADANIENT.NS,2318.800381,2340.839504,2309.904889,2317.500977,1030345
20-03-2025,ADANIENT.NS,2346.836509,2346.836509,2297.86079,2338.140869,2587050
21-03-2025,ADANIENT.NS,2342.638808,2388.366141,2336.841633,2361.629395,1101418
24-03-2025,ADANIENT.NS,2368.825772,2393.813386,2359.930279,2367.526367,1010184
25-03-2025,ADANIENT.NS,2383.81831,2386.466899,2313.953041,2319.200439,763065
26-03-2025,ADANIENT.NS,2323.747811,2358.680687,2306.906307,2311.454102,1078870
27-03-2025,ADANIENT.NS,2308.855295,2372.723532,2290.46451,2362.178955,1696042
28-03-2025,ADANIENT.NS,2374.82271,2385.767236,2292.563441,2314.652588,1838836
01-04-2025,ADANIENT.NS,2310.854537,2357.781227,2299.859986,2334.093018,501942
02-04-2025,ADANIENT.NS,2338.59062,2377.671343,2313.403155,2368.22583,573928
03-04-2025,ADANIENT.NS,2338.590626,2428.695858,2338.540602,2409.605469,1023200
04-04-2025,ADANIENT.NS,2393.763336,2408.855952,2314.35275,2333.493164,1219733
07-04-2025,ADANIENT.NS,2148.984658,2237.890532,2143.937111,2211.603516,1567177
08-04-2025,ADANIENT.NS,2268.875211,2299.85985,2223.897509,2284.567383,1224337
09-04-2025,ADANIENT.NS,2264.577282,2278.420517,2214.102305,2235.791504,1001633
11-04-2025,ADANIENT.NS,2301.908994,2342.338904,2279.86987,2320.249756,981463
15-04-2025,ADANIENT.NS,2373.823164,2438.790956,2357.831092,2417.001709,1145125
16-04-2025,ADANIENT.NS,2398.810709,2426.796834,2381.719085,2414.403076,889949
17-04-2025,ADANIENT.NS,2416.801807,2447.386742,2390.814691,2416.901855,1054797
21-04-2025,ADANIENT.NS,2424.897874,2463.678452,2394.31294,2441.489502,782559
22-04-2025,ADANIENT.NS,2457.681593,2482.169454,2439.79056,2444.28833,766567
23-04-2025,ADANIENT.NS,2458.781008,2472.574219,2420.000186,2452.384277,672262
24-04-2025,ADANIENT.NS,2448.786079,2460.180333,2423.898514,2441.289795,596626
25-04-2025,ADANIENT.NS,2448.886127,2458.281372,2322.348757,2353.133545,1414809
28-04-2025,ADANIENT.NS,2344.837477,2400.809727,2336.441737,2368.625732,681421
29-04-2025,ADANIENT.NS,2390.814792,2398.810828,2324.44779,2329.445313,670730
30-04-2025,ADANIENT.NS,2330.244606,2338.840442,2283.867696,2300.159668,837464
02-05-2025,ADANIENT.NS,2348.735572,2371.224424,2288.865349,2297.960938,1695797
05-05-2025,ADANIENT.NS,2311.454113,2495.762638,2296.661398,2454.283203,4227194
06-05-2025,ADANIENT.NS,2452.783942,2461.979334,2342.338699,2352.833496,1524692
07-05-2025,ADANIENT.NS,2313.852864,2378.320903,2313.852864,2351.934082,1012640
08-05-2025,ADANIENT.NS,2360.829672,2366.626847,2258.880211,2284.167725,1380069
09-05-2025,ADANIENT.NS,2238.890215,2271.973914,2231.893684,2249.884766,1006000
12-05-2025,ADANIENT.NS,2348.835649,2432.094425,2313.85299,2424.098389,2147039
13-05-2025,ADANIENT.NS,2423.798311,2453.683397,2403.808222,2439.990234,1815174
14-05-2025,ADANIENT.NS,2443.688356,2480.670021,2428.895885,2460.679932,774441
15-05-2025,ADANIENT.NS,2462.17941,2525.548145,2449.485751,2518.751465,1554800
16-05-2025,ADANIENT.NS,2527.747013,2582.919615,2514.953305,2553.734131,1641135
19-05-2025,ADANIENT.NS,2570.026049,2577.522333,2534.74349,2539.341309,680957
20-05-2025,ADANIENT.NS,2543.738994,2563.529232,2491.265007,2500.360596,628023
21-05-2025,ADANIENT.NS,2508.456329,2523.249044,2482.469213,2499.160889,529234
22-05-2025,ADANIENT.NS,2499.160894,2520.65024,2464.078433,2486.367432,906909
23-05-2025,ADANIENT.NS,2497.76177,2546.837539,2489.265982,2538.741455,968415
26-05-2025,ADANIENT.NS,2547.836953,2567.626946,2540.040769,2546.4375,552912
27-05-2025,ADANIENT.NS,2544.638338,2567.827037,2524.848345,2539.04126,514936
28-05-2025,ADANIENT.NS,2557.732106,2557.732106,2508.756384,2513.753906,575989
29-05-2025,ADANIENT.NS,2535.44295,2557.731948,2509.755734,2539.541016,802317
30-05-2025,ADANIENT.NS,2548.736551,2562.729615,2512.554536,2518.651367,684592
02-06-2025,ADANIENT.NS,2525.74789,2562.729557,2513.653788,2517.552002,1008716
03-06-2025,ADANIENT.NS,2509.755765,2511.255021,2450.785,2469.675537,962656
04-06-2025,ADANIENT.NS,2478.771259,2501.759863,2439.89063,2488.166504,552667
05-06-2025,ADANIENT.NS,2493.763691,2528.846396,2486.267407,2503.158936,673209
06-06-2025,ADANIENT.NS,2513.65385,2552.03497,2502.759348,2532.944336,640680
09-06-2025,ADANIENT.NS,2543.739084,2602.809901,2523.249241,2580.820801,1711167
10-06-2025,ADANIENT.NS,2598.711813,2661.880451,2576.422813,2611.80542,2084054
11-06-2025,ADANIENT.NS,2628.696766,2629.596222,2561.830014,2579.920898,745432
12-06-2025,ADANIENT.NS,2590.215815,2600.51076,2528.746291,2542.439453,955097
13-06-2025,ADANIENT.NS,2498,2516,2460,2507.899902,695869
16-06-2025,ADANIENT.NS,2500,2563.300049,2462,2544,956459
17-06-2025,ADANIENT.NS,2535,2539.600098,2479,2488.5,703343
18-06-2025,ADANIENT.NS,2491.899902,2495.899902,2445.399902,2459.100098,667044
19-06-2025,ADANIENT.NS,2466.300049,2468.899902,2405.100098,2420.600098,688209
20-06-2025,ADANIENT.NS,2428,2461.300049,2415,2448.399902,3002549
23-06-2025,ADANIENT.NS,2438,2492.600098,2421,2472,790533
24-06-2025,ADANIENT.NS,2504,2544.600098,2500.199951,2505.600098,996372
25-06-2025,ADANIENT.NS,2519.899902,2541.600098,2512.100098,2527.199951,921346
26-06-2025,ADANIENT.NS,2535,2593.600098,2522.199951,2586.199951,1339627
27-06-2025,ADANIENT.NS,2587.699951,2681.600098,2582,2646.300049,4049316
30-06-2025,ADANIENT.NS,2650,2653.899902,2605.899902,2619.399902,694814
01-07-2025,ADANIENT.NS,2624.899902,2645,2603,2621.800049,729197
02-07-2025,ADANIENT.NS,2634,2646,2613.600098,2630.199951,621409
03-07-2025,ADANIENT.NS,2634,2644,2605.100098,2611.199951,502724
04-07-2025,ADANIENT.NS,2617,2617,2582.199951,2599.100098,370305
07-07-2025,ADANIENT.NS,2602,2605.399902,2572,2576.100098,412159
08-07-2025,ADANIENT.NS,2586,2600,2573,2591.300049,357686
09-07-2025,ADANIENT.NS,2599,2609.899902,2570,2583,396880
10-07-2025,ADANIENT.NS,2591,2604,2575,2581,306565
11-07-2025,ADANIENT.NS,2575,2591.899902,2551.899902,2558.699951,390645
14-07-2025,ADANIENT.NS,2555,2604.800049,2543.5,2581.300049,536585
15-07-2025,ADANIENT.NS,2588,2606.899902,2576,2598.199951,379425
16-07-2025,ADANIENT.NS,2602.5,2619.5,2595.5,2608.5,686644
17-07-2025,ADANIENT.NS,2612,2654.5,2605.300049,2616.600098,785771
18-07-2025,ADANIENT.NS,2612,2626.699951,2584.199951,2596.100098,479942
21-07-2025,ADANIENT.NS,2596.300049,2624.899902,2585,2619.5,369782
22-07-2025,ADANIENT.NS,2626,2630,2581.600098,2587.800049,387055
23-07-2025,ADANIENT.NS,2600.699951,2625.899902,2593.5,2614.5,316424
24-07-2025,ADANIENT.NS,2615.399902,2624.199951,2595,2608.399902,253782
25-07-2025,ADANIENT.NS,2605,2617,2544.100098,2550.100098,424612
28-07-2025,ADANIENT.NS,2549,2585,2512.600098,2522.300049,428409
29-07-2025,ADANIENT.NS,2529,2557.399902,2507.5,2547.899902,424781
30-07-2025,ADANIENT.NS,2547.899902,2552.600098,2525,2532.899902,262063
31-07-2025,ADANIENT.NS,2509.899902,2520,2422.600098,2430.699951,1457616
01-08-2025,ADANIENT.NS,2425,2444.899902,2333,2350.899902,976341
04-08-2025,ADANIENT.NS,2360,2374.699951,2338.199951,2363.600098,576426
05-08-2025,ADANIENT.NS,2370,2370,2316,2328.199951,576742
06-08-2025,ADANIENT.NS,2333.899902,2347.899902,2296,2300.300049,631582
07-08-2025,ADANIENT.NS,2290,2295,2202.800049,2249.800049,1529410
08-08-2025,ADANIENT.NS,2247,2260.899902,2164.800049,2178.100098,2552736
11-08-2025,ADANIENT.NS,2196,2302,2183,2283.399902,2376286
12-08-2025,ADANIENT.NS,2280.100098,2314.699951,2267,2288.199951,1075526
13-08-2025,ADANIENT.NS,2299,2314.899902,2245.399902,2280.100098,833679
14-08-2025,ADANIENT.NS,2288,2304,2267.699951,2281.600098,998109
18-08-2025,ADANIENT.NS,2309.600098,2360,2300,2333.600098,988629
19-08-2025,ADANIENT.NS,2339.899902,2395.600098,2314.100098,2388.399902,1069432
20-08-2025,ADANIENT.NS,2380,2406,2372.100098,2387.100098,780025
21-08-2025,ADANIENT.NS,2387.100098,2397,2371.399902,2377.199951,441867
22-08-2025,ADANIENT.NS,2369.899902,2376.300049,2321,2324.899902,584211
25-08-2025,ADANIENT.NS,2335.699951,2348.399902,2300,2302.899902,542455
26-08-2025,ADANIENT.NS,2304,2309.300049,2249.399902,2272,1071550
28-08-2025,ADANIENT.NS,2271.899902,2327.899902,2255,2275.199951,907868
29-08-2025,ADANIENT.NS,2283,2289.699951,2240,2244.699951,795699
01-09-2025,ADANIENT.NS,2259,2288,2252.100098,2284.199951,425639
02-09-2025,ADANIENT.NS,2291,2302,2264,2274.199951,481894
03-09-2025,ADANIENT.NS,2285,2293,2263.100098,2288.699951,443629
04-09-2025,ADANIENT.NS,2309.899902,2317.300049,2275,2278.800049,392697
05-09-2025,ADANIENT.NS,2275,2293.5,2248,2281.399902,443010
08-09-2025,ADANIENT.NS,2290,2333.899902,2286,2310.899902,542811
09-09-2025,ADANIENT.NS,2320,2325,2297,2311.600098,369431
10-09-2025,ADANIENT.NS,2330,2345.899902,2325.100098,2340.199951,390490
11-09-2025,ADANIENT.NS,2348,2418.699951,2340.199951,2398.800049,2111888
12-09-2025,ADANIENT.NS,2416.899902,2421.600098,2387.100098,2392,533971
15-09-2025,ADANIENT.NS,2392,2402.800049,2378.100098,2383.399902,298129
16-09-2025,ADANIENT.NS,2410,2415.800049,2388,2399.399902,752979
17-09-2025,ADANIENT.NS,2417,2417,2391,2402,514354
18-09-2025,ADANIENT.NS,2414.5,2438,2388.399902,2402,703730
19-09-2025,ADANIENT.NS,2495,2579,2466.100098,2524,7965135
22-09-2025,ADANIENT.NS,2535,2659,2522.100098,2629.5,7022985
23-09-2025,ADANIENT.NS,2642.600098,2695,2593,2676.399902,5610022
24-09-2025,ADANIENT.NS,2655,2676,2614.399902,2619.800049,1720785
25-09-2025,ADANIENT.NS,2625,2647.899902,2567,2576.399902,1489682
26-09-2025,ADANIENT.NS,2572.800049,2605,2535,2543.699951,1037808
29-09-2025,ADANIENT.NS,2543.699951,2555,2505,2509.5,1012402
30-09-2025,ADANIENT.NS,2522,2535,2490.600098,2505.899902,712592
01-10-2025,ADANIENT.NS,2518.399902,2603.399902,2472.100098,2592.699951,1573485
03-10-2025,ADANIENT.NS,2595,2612.899902,2564.399902,2589.899902,917651
06-10-2025,ADANIENT.NS,2589.100098,2599.800049,2562.600098,2573.5,654955
07-10-2025,ADANIENT.NS,2580.699951,2617.300049,2533.100098,2542.199951,1120230
08-10-2025,ADANIENT.NS,2562,2565,2500,2524.100098,1063357
09-10-2025,ADANIENT.NS,2535,2559,2522.199951,2542.399902,651703
10-10-2025,ADANIENT.NS,2552,2565,2538.800049,2550.899902,690142
13-10-2025,ADANIENT.NS,2529.100098,2542.100098,2504,2527.399902,645483
14-10-2025,ADANIENT.NS,2538.899902,2538.899902,2485.199951,2517,673048
15-10-2025,ADANIENT.NS,2535,2561.399902,2527.300049,2532.800049,759772
16-10-2025,ADANIENT.NS,2544.800049,2579.699951,2540.899902,2557.600098,1020102
17-10-2025,ADANIENT.NS,2560,2577.199951,2543.100098,2549.399902,682968
20-10-2025,ADANIENT.NS,2561.300049,2579,2537.100098,2548.100098,747349
21-10-2025,ADANIENT.NS,2554.899902,2562,2542.300049,2549.899902,101019
23-10-2025,ADANIENT.NS,2559.899902,2577.800049,2540.899902,2545.800049,852445
24-10-2025,ADANIENT.NS,2554.800049,2554.800049,2497.699951,2504.199951,473765
27-10-2025,ADANIENT.NS,2504.199951,2514.600098,2487.100098,2492.800049,478055
